year,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,valence,tempo,time_signature,class
2004,243640,0.442,0.855,6,-2.985,0,0.0288,0.00049,0.0137,0.363,175.543,4,RnB
1998,248360,0.192,0.943,4,-4.086,1,0.0851,0.0334,1.79e-05,0.204,136.34,4,RnB
2010,395520,0.43,0.53,5,-6.466,1,0.0256,0.137,0.0,0.156,82.45,3,RnB
1999,243026,0.639,0.902,9,-4.043,1,0.0294,0.166,8.14e-06,0.951,115.963,4,RnB
2011,206893,0.552,0.99,3,-4.347,0,0.0796,3.65e-05,0.000791,0.492,124.075,4,RnB
2009,170293,0.771,0.752,10,-3.284,0,0.0472,0.0135,0.000159,0.85,119.089,4,RnB
1996,243933,0.64,0.871,1,-10.393,0,0.0472,0.0424,0.0033,0.933,119.802,4,RnB
1996,117026,0.59,0.59,1,-7.125,0,0.0319,0.892,0.738,0.89,106.132,4,RnB
2017,234661,0.597,0.733,9,-7.768,1,0.101,0.0151,2.09e-05,0.256,128.918,4,RnB
2005,237866,0.707,0.797,7,-7.143,1,0.0435,0.2,0.0,0.633,105.395,4,RnB
2008,201759,0.734,0.808,7,-6.418,1,0.0458,0.00755,0.187,0.292,113.002,4,RnB
1998,285573,0.479,0.628,6,-9.34,1,0.0414,0.0109,0.000753,0.538,103.886,4,RnB
2017,143137,0.3497344920200328,0.4252910507260511,6,-34.59941862517334,1,0.974687995734618,0.3319290578396684,0.9569825840085336,0.6359539088013118,92.78294652353802,5,RnB
2013,255050,0.0751102190008182,0.5444401763946096,3,-49.09904609756671,1,0.3584890198403901,0.9133068254570108,0.3120456192790367,0.7043666627114552,122.55548557589312,3,RnB
2013,232793,0.0277229817024792,0.6293819881386075,7,-53.930187709400585,0,0.0373412076325911,0.5528154586857874,0.3933583445938275,0.1807921523096913,52.39959298127233,3,RnB
2005,279236,0.9676372382862164,0.0001700138017103,4,-3.5912974857079547,1,0.3013761539880402,0.8373922679420143,0.0123670724554124,0.0983940845679084,69.93252223337852,4,RnB
1966,233334,0.5438004196344449,0.5656063988193236,0,-41.54254501056802,0,0.2816418150752987,0.2980266915457598,0.5455748437785619,0.7281283905967457,150.56347018885194,4,RnB
1969,152378,0.9899764127513616,0.0802862607685634,4,-5.932769879120258,1,0.2409453061488722,0.6076608491085381,0.0468228751997019,0.4417001813814296,169.96872915620875,3,RnB
1984,273253,0.4039378464073579,0.0032299692574053,0,-14.582901431345531,0,0.6740108499923432,0.2632457911140536,0.6203274956541301,0.4655032171454962,105.60486975994232,3,RnB
2008,238558,0.9990414387594994,0.5989812501384127,5,-47.00174221805726,0,0.3706878343080698,0.0126949077393294,0.5901642652436762,0.500792400677052,132.85706053870672,3,RnB
2003,260579,0.0498224377625078,0.3070784481517418,1,-32.68321658647034,0,0.6805097001905046,0.4480269067927758,0.1062448463595372,0.1087180898791406,185.6844264234931,3,RnB
1958,158893,0.8946291534206874,0.5199287917777814,6,-0.7154454923936839,0,0.1229918397253652,0.2740163784216067,0.698842679499742,0.0012318971538707,115.81111938959846,4,RnB
1990,125642,0.7985520189629725,0.328250513506362,3,-43.86476923590403,0,0.2732679830044179,0.5438635416593081,0.3182886473054142,0.9697665613722068,61.84276623942853,3,RnB
1992,279165,0.0483198313423572,0.8236691801287297,4,-54.65396277049997,0,0.9125636969518808,0.5091228601905172,0.2040020346904398,0.7930716985611315,112.28921844615168,5,RnB
1971,198902,0.6233557876103907,0.6331158581047963,3,-44.41859113375336,0,0.6128491042540606,0.5090411361766416,0.7691944375731564,0.5355632395680372,162.9312424465657,5,RnB
1979,255590,0.7710119611567902,0.5291488667355277,4,-43.6835244665636,1,0.4954230550655403,0.6272242704365889,0.324985652815786,0.4046828880387687,83.20783156249644,4,RnB
1965,147684,0.0403850117497689,0.8852846391782245,10,-42.69369297430818,1,0.4858189210710041,0.4495848046085925,0.2166865023999201,0.6172840857446716,150.39230832279236,3,RnB
1974,231013,0.7721353785207409,0.5394945223896246,10,-6.954409830948535,0,0.1520854028015795,0.2610045312547672,0.4226609815425421,0.8150633835525307,195.685848296592,3,RnB
1976,278971,0.2352271704161048,0.6094982004950242,3,-31.60577879961317,0,0.4424718238353423,0.4060091857878587,0.2703349999470726,0.0195024829487908,161.72775228126392,3,RnB
2006,122789,0.821512430481718,0.6360353088906802,7,-34.64654403431004,0,0.0806063967797126,0.4448183788771547,0.8233514355631046,0.6400353871007655,181.02795010454076,4,RnB
1983,202606,0.6088750745327886,0.4606967707251834,7,-55.85815390433933,1,0.2123570915686691,0.2507032587303713,0.768865814929939,0.6538768026982255,97.5531258600778,4,RnB
1987,284300,0.3493840376237899,0.5968380511381434,3,-51.32440470824496,0,0.6970335513611124,0.948815770102576,0.5956338665905052,0.7525310442904662,121.52988465371662,4,RnB
1989,240711,0.8226086013998144,0.6814519443125804,4,-56.42656374036946,1,0.9408085002590898,0.3334826902080002,0.7736988213870449,0.6353169691180578,110.46515848927056,4,RnB
1967,230063,0.3712567995046195,0.1340636650424147,3,-6.210817689433362,0,0.8233970199145326,0.6274823125321809,0.1900284256943997,0.46748880162366,189.20012075478667,5,RnB
1976,278551,0.3732990433833235,0.0536445953089403,3,-47.0088240144324,0,0.840013873171856,0.3206904896559011,0.9419732604093378,0.8044137057747947,114.51887929281492,5,RnB
1974,256243,0.7894192117876903,0.7556482180791748,4,-32.17635005330358,1,0.7364888395362672,0.6152471841669217,0.5728463812719706,0.7425860268698913,109.88949312708137,4,RnB
1973,202357,0.849160549083428,0.254525515518969,5,-31.57187009501524,1,0.1543227825526244,0.6844980532940668,0.9900291933657428,0.6226598479329308,63.0043412389173,4,RnB
1977,281314,0.9951164102809874,0.6657270467551928,7,-28.069533988196188,0,0.8744725870182629,0.6944382472026559,0.7794974244017161,0.2929462597858536,76.74640101283862,5,RnB
1989,291226,0.321687858564362,0.0162287628898053,10,-5.142464129192817,1,0.510721118868181,0.4622497512110299,0.9599544043629796,0.8221008125526115,88.00372743753118,5,RnB
1963,181483,0.5892235982192933,0.0413626767221163,6,-35.48994031872776,1,0.9590254384745788,0.3031088401223625,0.2036118262383505,0.8231500896245316,168.86967292052915,5,RnB
2022,176536,0.3971548782924792,0.1492442831890067,5,-25.857824636138844,0,0.1032506611694471,0.2987776169350705,0.2839686639678025,0.1086983462250799,158.97494421947687,3,RnB
1975,246133,0.903395700256465,0.6909604171249487,5,-0.7229314300154073,1,0.7620012493635238,0.1462256517296043,0.083273963066273,0.1322549771498388,164.10581677474653,5,RnB
1971,136709,0.1404969867204619,0.1568198640124029,0,-18.34871181161759,1,0.7679887186594371,0.1633015693063192,0.8492267454980057,0.435267477987483,164.81367136668706,4,RnB
1987,214604,0.7401757335753533,0.7210019959217692,9,-51.56819039865866,0,0.2835883166663532,0.197512325922456,0.4953352659478374,0.1775365054436131,78.83682323670641,3,RnB
2001,155207,0.6010430415707606,0.4921429704474629,10,-39.44233663999954,0,0.7796361300189812,0.4548098493288258,0.5063104527907276,0.3918688241554312,127.3408166296552,4,RnB
1983,166745,0.8172187496719786,0.8230289054280031,5,-47.31117764878413,0,0.8614934198952886,0.1675709787602185,0.2331361205043924,0.8376388321918724,71.2777847469668,4,RnB
2016,285394,0.6251959930064088,0.2813292648547257,6,-30.94428964649125,1,0.6702243568604409,0.5822051636872503,0.539416785351492,0.1658331538509388,147.09352426095293,5,RnB
2005,165271,0.763058333649246,0.0216208018199054,10,-21.698303469065195,0,0.7765751773451184,0.5211752192608565,0.1861745362730613,0.6551880938747986,183.20583366369385,4,RnB
2009,237021,0.0586425321318503,0.8510676374225354,2,-28.26515547441944,1,0.915919590295257,0.5321881733305749,0.3891885094730324,0.6224471864226234,72.77268318322707,4,RnB
1990,295667,0.8863505701208599,0.6691499617089643,5,-37.295533346647474,0,0.0243345799801893,0.5065288864177059,0.3546095895895798,0.6466849557544067,72.96718683115085,3,RnB
1983,130115,0.4195694871354437,0.6162880335898431,7,-18.176584760525103,1,0.3757448469017777,0.2239640190501853,0.6793138567179428,0.2943562155846322,74.15074202825569,3,RnB
1983,280735,0.9313611796221498,0.7976951254476505,3,-42.322417842582425,1,0.8853707607234954,0.2519787149637811,0.1112936823734556,0.1231941640294644,157.1287290196363,4,RnB
1950,233128,0.1114813308621012,0.7577446183393957,4,-51.78232559141573,1,0.9787688524279292,0.4938839705616404,0.0729246768095056,0.0482509953632886,75.48263103206102,4,RnB
1973,164485,0.7042737403348375,0.8591408382570767,8,-28.570285265427543,1,0.4124242600994207,0.0437363791676596,0.625933149453161,0.0863799929109253,61.22446330962261,3,RnB
1971,296990,0.7934533099609287,0.8936881859783632,8,-57.82859754125054,1,0.4199713260445982,0.2592664358202264,0.986525674857188,0.903672257907842,105.4011461273362,4,RnB
1978,204214,0.5665967409961333,0.6131417056361574,2,-21.317611048419423,1,0.1257056879705969,0.820449711341699,0.840913704245856,0.0047225235581296,128.814026263456,4,RnB
1994,244572,0.2075959037229185,0.0033663141074872,2,-18.554412549278663,0,0.0009439815103051,0.1403248523033028,0.5015066936480099,0.4239917968753761,125.40174237755974,5,RnB
1961,245522,0.0469425104795627,0.7221253085859829,0,-39.50666038928486,0,0.384586023119952,0.5366623768468557,0.6702333524581008,0.4591983359900814,190.3872712224888,4,RnB
1960,239652,0.6251077812942918,0.5976219068839256,2,-4.4118339795500745,0,0.8013244923885813,0.5620891451372075,0.5895010548325659,0.4759271226607151,61.99139559769412,5,RnB
1954,258612,0.9311803158500442,0.1187361742872599,5,-52.67603689626633,0,0.6010346488187058,0.3976490265371628,0.8283616378718314,0.9866584021497238,108.17770666098087,3,RnB
1985,250694,0.8101661154661739,0.6713626730226298,3,-26.23252400030927,1,0.2329239710196885,0.920094640807018,0.7016099836162503,0.7540405100358929,111.66417738076848,5,RnB
1952,238507,0.3591570540973982,0.993630016012046,4,-9.090818993759925,1,0.375184086627205,0.1266366202689027,0.1237911508680562,0.3748486832310889,198.28978629278555,4,RnB
2015,182430,0.9143157299783978,0.4120427811577414,3,-3.332999767831268,1,0.6126902643062979,0.9853739519666648,0.2544547111925519,0.1291176229383245,51.397838110199935,5,RnB
1958,286142,0.1302209146056135,0.8441771919021277,6,-14.981239715502008,0,0.9220533997462134,0.2145315782073946,0.8893153877589627,0.1300872868068027,50.400993719495695,5,RnB
2017,267205,0.3818913668005578,0.1693506193086635,6,-31.28288998993608,1,0.4615174998893656,0.5126865218532273,0.6719893355102428,0.131883336289877,69.3045682627954,3,RnB
2002,131356,0.3587408966971491,0.4335225520508058,9,-5.6440250875034295,0,0.6640764213313964,0.7939722125928357,0.0085837763610786,0.8603547234294515,198.4693977512493,5,RnB
2016,201331,0.0106478770067371,0.5688641094516291,10,-12.319261101541194,1,0.5901055324147132,0.1783762277445684,0.0728251432957436,0.1542380973286542,94.8483618207917,4,RnB
1990,217706,0.4057044638648667,0.7192525538711352,0,-30.39611840599087,1,0.97529004310824,0.2362849902618903,0.2103973662731598,0.0415255082474417,64.95264972598295,3,RnB
1973,221830,0.5072798731089804,0.0710372183201569,3,-54.941016438294206,1,0.8238054943121795,0.1000525098571062,0.4729440441222152,0.6241477415805187,56.42438222417831,4,RnB
1954,212386,0.5537517831476285,0.0214920976283014,0,-21.57468476272589,0,0.0363987772974446,0.3035618736158209,0.2942501905359412,0.6659814423321196,197.6752404702495,4,RnB
2020,237663,0.1295196860150999,0.7424273008936328,5,-45.15595148528633,1,0.9520819798556512,0.6438111335523254,0.1080948695494943,0.549028152788531,193.54616213968453,3,RnB
2022,196430,0.7862063568865095,0.9036848041045672,1,-1.519524296862862,0,0.7415060801546121,0.9935947562543012,0.4098619933495743,0.897190027362282,89.63537693165574,3,RnB
1974,215949,0.6289403140003766,0.7221499625981587,3,-42.00424867586311,0,0.3712619190010474,0.116477957166699,0.8337420126849666,0.021056036566279,53.77129318529072,5,RnB
1979,129267,0.9482230340805085,0.5323433874772133,10,-57.76718927836398,1,0.7140952967829117,0.1274672481694926,0.7878976441529404,0.2400810631634666,179.9876364503859,3,RnB
1965,290521,0.4036967914579006,0.8985781682141666,4,-9.32713643616814,1,0.1979333907724094,0.7854388062001191,0.883876248513982,0.6888594661848706,69.81588637495558,4,RnB
2010,219692,0.888,0.589,1,-11.271,0,0.099,0.0078,0.0,0.572,103.018,4,Rock
2005,260160,0.8,0.923,0,-8.963,0,0.0436,0.00987,0.486,0.849,134.993,4,Rock
2009,243693,0.603,0.631,4,-5.336,0,0.042,0.0033,0.0,0.639,126.0,4,Rock
2012,231320,0.574,0.977,9,-4.543,0,0.0524,0.0111,0.0,0.53,110.003,4,Rock
2007,254533,0.424,0.632,9,-7.243,1,0.0922,0.021,0.0117,0.356,97.694,4,Rock
2008,272120,0.385,0.851,1,-6.837,0,0.0406,0.0221,0.683,0.645,141.927,4,Rock
2009,240480,0.563,0.922,9,-3.686,1,0.18,0.0552,4.4e-05,0.322,107.989,3,Rock
2015,343773,0.456,0.971,0,-5.159,1,0.0677,0.00743,0.000195,0.397,141.566,4,Rock
2009,241320,0.326,0.948,1,-4.315,0,0.0606,0.000258,0.0,0.358,166.388,4,Rock
2009,223826,0.444,0.81,4,-4.79,0,0.0434,0.00127,0.000952,0.496,199.971,4,Rock
1997,260093,0.543,0.89,0,-4.748,0,0.0453,0.00595,0.656,0.573,100.069,4,Rock
2008,163173,0.863,0.639,0,-6.613,1,0.111,0.398,0.00783,0.741,107.942,4,Rock
2012,253933,0.578,0.515,0,-11.224,1,0.0428,0.661,0.000333,0.476,139.812,4,Rock
2002,331133,0.532,0.433,3,-9.423,1,0.0278,0.0942,0.0121,0.0395,140.666,4,Rock
2005,217706,0.504,0.949,1,-4.474,0,0.0416,0.00594,2.91e-06,0.581,160.037,4,Rock
1978,167533,0.624,0.857,1,-8.993,1,0.0595,0.00978,0.0,0.938,144.881,4,Rock
1966,149613,0.485,0.38,3,-11.773,1,0.034,0.829,0.0,0.531,92.933,4,Rock
2004,184466,0.245,0.976,11,-2.513,0,0.0523,0.000397,0.465,0.659,141.882,4,Rock
2005,225773,0.838,0.475,4,-5.505,0,0.036,0.000417,0.714,0.711,106.217,4,Rock
1993,170000,0.417,0.739,8,-10.543,1,0.0466,0.0186,0.0,0.255,111.928,4,Rock
1993,187866,0.42,0.548,0,-12.298,1,0.0268,0.000135,0.399,0.408,101.9,4,Rock
2006,173666,0.599,0.946,8,-4.192,1,0.0378,0.000669,0.0,0.653,108.934,4,Rock
1994,186440,0.405,0.916,6,-7.557,1,0.0953,0.000345,0.172,0.332,164.961,4,Rock
2003,297000,0.434,0.977,2,-4.845,1,0.0786,0.00187,0.166,0.0939,128.223,4,Rock
2000,260560,0.73,0.585,0,-9.274,1,0.0238,0.375,0.0101,0.721,100.021,4,Rock
2011,277866,0.642,0.794,8,-7.908,1,0.0309,6.98e-05,0.348,0.785,119.55,4,Rock
1971,132800,0.561,0.581,2,-11.759,1,0.0616,0.0465,0.00495,0.96,128.967,4,Rock
2003,243666,0.636,0.866,9,-6.817,1,0.0331,0.161,0.00106,0.799,115.69,4,Rock
2008,323600,0.614,0.677,9,-8.317,0,0.0323,0.0193,0.518,0.717,126.477,4,Rock
2007,205613,0.623,0.93,5,-5.285,1,0.0324,0.0141,1.64e-06,0.287,120.119,4,Rock
1993,255666,0.612,0.494,5,-11.535,1,0.0242,0.0532,1.14e-06,0.603,84.326,4,Rock
2008,258173,0.389,0.802,10,-7.352,0,0.0662,5.42e-05,0.877,0.525,122.153,4,Rock
2008,230933,0.409,0.535,0,-7.158,1,0.0251,0.44,0.00117,0.319,75.727,4,Rock
2010,290194,0.478,0.381,3,-11.408,1,0.032,0.485,0.0437,0.225,115.836,4,Rock
1991,391266,0.339,0.449,0,-15.818,1,0.0393,0.0976,0.000219,0.254,72.302,4,Rock
2004,259773,0.491,0.73,2,-8.351,0,0.0278,0.00556,0.0575,0.389,125.558,4,Rock
2003,227520,0.472,0.837,2,-6.467,1,0.0602,0.0277,0.00773,0.315,132.429,4,Rock
2003,120000,0.714,0.983,7,-5.567,1,0.0563,0.165,0.713,0.719,107.728,4,Rock
2001,441093,0.12,0.672,0,-7.873,1,0.0406,0.00912,0.0117,0.087,84.523,4,Rock
1999,330226,0.536,0.782,10,-4.562,0,0.0353,0.0028,0.000729,0.513,111.247,4,Rock
2009,248386,0.386,0.907,11,-3.74,0,0.037,0.0612,0.000269,0.207,106.972,4,Rock
2007,257826,0.455,0.88,11,-4.746,1,0.0338,0.0308,0.0,0.464,155.061,4,Rock
2008,238013,0.381,0.939,9,-4.684,1,0.125,0.042,0.918,0.335,159.97,4,Rock
2005,247373,0.468,0.876,10,-4.841,1,0.0692,0.00578,0.00625,0.13,135.062,4,Rock
2009,176733,0.615,0.721,5,-6.244,1,0.074,0.172,0.0,0.188,122.042,4,Rock
2017,181533,0.442,0.943,3,-3.205,1,0.0602,0.00293,8.71e-06,0.781,85.064,4,Rock
2009,204266,0.766,0.863,9,-3.193,1,0.0499,0.00345,0.000117,0.974,141.044,4,Rock
2012,180706,0.716,0.469,2,-10.033,1,0.0484,0.358,0.0678,0.498,116.953,4,Rock
2012,321946,0.368,0.808,2,-6.833,1,0.0439,0.185,0.00138,0.235,63.877,4,Rock
2008,239960,0.377,0.718,3,-6.166,1,0.0364,0.042,0.0,0.716,148.158,4,Rock
2005,279040,0.793,0.418,0,-8.416,1,0.0561,0.169,0.0827,0.54,111.961,4,Rock
2006,186226,0.523,0.849,2,-3.392,1,0.0701,0.0214,7.38e-06,0.277,158.808,4,Rock
2011,193600,0.751,0.596,6,-4.594,1,0.0301,0.0071,0.589,0.57,93.213,4,Rock
1997,304666,0.332,0.52,4,-12.238,1,0.0265,0.726,0.476,0.355,109.617,4,Rock
2006,202013,0.35,0.868,11,-4.903,0,0.171,0.0357,0.0,0.415,169.631,4,Rock
2003,239280,0.804,0.725,0,-7.928,1,0.146,0.142,0.0459,0.588,174.117,4,Rock
2008,206100,0.736,0.377,9,-13.977,1,0.208,0.206,0.791,0.318,177.944,3,Rock
1987,268213,0.394,0.995,1,-4.946,1,0.105,0.13,0.00459,0.199,148.196,4,Rock
2001,220480,0.406,0.953,2,-5.74,1,0.0473,6.48e-06,0.000407,0.307,136.007,4,Rock
2004,220960,0.444,0.771,7,-7.021,1,0.0286,0.0439,0.608,0.61,106.037,4,Rock
2008,201733,0.437,0.748,4,-6.593,1,0.0689,0.196,0.000328,0.383,149.834,4,Rock
2007,312920,0.65,0.678,2,-6.768,1,0.0304,0.000683,0.000671,0.682,107.548,4,Rock
2003,176160,0.427,0.941,7,-3.973,1,0.0336,6.7e-05,0.89,0.587,139.956,4,Rock
1981,276880,0.436,0.884,9,-7.22,1,0.0455,0.0022,0.0154,0.72,175.113,4,Rock
2006,197133,0.693,0.738,10,-6.431,0,0.0287,0.151,0.000177,0.829,124.995,4,Rock
2009,242266,0.825,0.347,11,-13.148,1,0.0504,0.551,0.813,0.511,122.744,4,Rock
2009,233106,0.598,0.81,7,-5.906,1,0.0269,0.00116,0.595,0.739,125.035,4,Rock
1993,95133,0.231,0.954,10,-8.448,0,0.0701,2.17e-05,6.1e-05,0.292,174.034,4,Rock
2010,166053,0.803,0.83,10,-4.636,0,0.0356,0.0144,0.0,0.935,111.033,4,Rock
2007,221693,0.343,0.938,11,-4.205,1,0.0679,0.00333,9.95e-06,0.387,132.635,4,Rock
2009,222440,0.563,0.903,8,-4.458,0,0.0293,0.000178,0.123,0.766,132.022,4,Rock
1967,194893,0.616,0.792,9,-7.076,1,0.0347,0.00145,0.15,0.349,125.212,4,Rock
2007,165000,0.637,0.963,9,-5.116,1,0.0882,0.000286,0.000889,0.823,150.1,4,Rock
2005,219400,0.738,0.597,9,-7.157,0,0.0306,0.333,1.67e-05,0.914,115.986,4,Rock
2012,247106,0.573,0.62,10,-12.099,0,0.0816,5.05e-05,0.719,0.145,97.07,4,Rock
2008,289760,0.49,0.632,4,-7.449,0,0.027,0.496,0.157,0.237,104.265,4,Rock
1982,331200,0.384,0.512,7,-13.035,0,0.0358,0.0213,0.000139,0.739,78.442,4,Rock
2009,177520,0.47,0.775,9,-4.848,0,0.214,2.87e-05,0.297,0.6,162.96,4,Rock
2004,208466,0.646,0.893,6,-4.799,1,0.0301,0.0151,3.59e-06,0.559,100.951,4,Rock
1973,289360,0.412,0.54,7,-13.897,1,0.0516,0.0582,0.0717,0.299,96.783,4,Rock
2009,203266,0.351,0.237,5,-12.584,1,0.0314,0.961,0.0822,0.0715,108.445,4,Rock
2000,258560,0.552,0.561,1,-10.308,1,0.0262,0.325,0.13,0.47,133.971,4,Rock
2005,274160,0.562,0.701,9,-8.127,1,0.0408,2.11e-05,0.172,0.175,140.007,4,Rock
2010,215506,0.645,0.777,2,-7.235,1,0.0418,0.00653,0.0039,0.331,88.455,4,Rock
2008,201506,0.288,0.86,2,-6.311,0,0.0393,0.103,0.000399,0.66,161.194,4,Rock
2011,154479,0.609,0.717,9,-7.373,1,0.0292,0.196,0.000644,0.756,142.79,4,Rock
1973,225384,0.389,0.563,9,-21.191,1,0.0622,0.65,0.903,0.134,165.393,4,Rock
2008,207573,0.353,0.553,2,-8.145,1,0.0856,0.753,0.0415,0.0652,153.656,4,Rock
2001,272946,0.625,0.717,8,-11.376,0,0.0593,0.13,0.472,0.831,95.738,4,Rock
2014,247547,0.48,0.717,0,-6.663,1,0.23,0.0625,0.000685,0.335,109.756,4,Rock
2010,258000,0.632,0.593,10,-7.494,1,0.0243,0.0724,0.0,0.475,94.003,4,Rock
2010,200213,0.562,0.609,3,-7.063,0,0.0271,0.0264,0.0,0.512,130.753,4,Rock
1991,223880,0.325,0.929,11,-5.625,0,0.0695,0.000129,2.22e-06,0.198,133.358,4,Rock
2014,161920,0.511,0.887,9,-5.05,0,0.182,0.205,0.0,0.614,161.62,4,Rock
2002,321533,0.515,0.438,7,-13.011,0,0.0325,0.0249,0.00128,0.0357,134.941,4,Rock
2006,134933,0.593,0.333,9,-14.342,1,0.046,0.358,0.0,0.258,103.537,4,Rock
2013,246013,0.256,0.841,6,-6.098,1,0.0672,0.000112,0.737,0.398,169.705,3,Rock
2007,171226,0.414,0.811,11,-4.4,0,0.0919,0.00133,0.000129,0.762,137.617,4,Rock
2013,233973,0.581,0.53,3,-9.319,1,0.023,0.247,1.34e-05,0.397,92.915,4,Rock
2004,185280,0.61,0.798,11,-6.91,0,0.0337,0.0443,0.00035,0.94,124.128,4,Rock
2003,265506,0.554,0.49,4,-8.046,1,0.0457,0.0168,0.000534,0.513,84.275,4,Pop
2014,288160,0.668,0.736,9,-10.753,0,0.0277,0.0115,0.000259,0.629,126.978,4,Pop
1979,268173,0.45,0.863,0,-11.825,1,0.194,0.0502,0.000241,0.23,159.335,4,Pop
2007,177534,0.647,0.818,6,-5.222,0,0.0291,0.00196,3.04e-05,0.813,112.109,4,Pop
2010,206493,0.569,0.814,9,-6.819,1,0.0593,0.000217,0.0,0.755,116.013,4,Pop
1972,224600,0.39,0.206,10,-15.74,1,0.0327,0.688,0.000412,0.106,147.27,3,Pop
2011,344386,0.443,0.309,7,-9.75,1,0.0267,0.666,0.000785,0.178,140.749,4,Pop
2008,193120,0.5,0.411,4,-18.803,0,0.0655,0.0149,0.0,0.57,123.46,4,Pop
2012,258373,0.412,0.309,4,-10.079,1,0.0546,0.95,0.00388,0.265,79.907,3,Pop
2003,243733,0.336,0.804,8,-5.411,0,0.042,0.0191,0.0,0.395,152.074,4,Pop
2013,203706,0.567,0.754,0,-5.699,1,0.0444,0.238,0.0,0.681,100.333,4,Pop
2012,206640,0.447,0.925,6,-3.414,0,0.0639,0.00355,0.00668,0.819,162.365,4,Pop
2000,215800,0.739,0.808,9,-4.797,0,0.0818,0.00131,0.000174,0.641,103.51,4,Pop
2007,215333,0.552,0.961,7,-2.011,1,0.105,0.000892,0.000431,0.655,164.007,4,Pop
1994,175906,0.561,0.616,1,-9.69,0,0.195,0.318,4.47e-05,0.683,145.249,4,Pop
2014,185844,0.821,0.578,3,-11.702,1,0.0407,0.0272,0.00514,0.977,114.411,4,Pop
1987,336613,0.492,0.709,2,-9.66,1,0.0359,0.0113,0.00564,0.264,125.799,4,Pop
2002,175093,0.494,0.939,1,-3.127,1,0.126,0.00666,0.0,0.893,177.751,4,Pop
2013,304042,0.216,0.928,6,-4.68,0,0.125,0.000511,8.21e-06,0.339,99.84,4,Pop
2015,289358,0.666,0.358,9,-15.877,1,0.0291,0.675,0.00757,0.348,112.285,4,Pop
2002,298800,0.234,0.907,6,-5.83,0,0.0697,2.33e-05,0.87,0.266,138.217,4,Pop
2006,245960,0.435,0.92,4,-1.357,0,0.201,0.235,0.000353,0.45,188.899,4,Pop
2005,215360,0.363,0.938,7,-4.652,1,0.0473,0.00623,3.44e-06,0.569,177.934,4,Pop
1999,163706,0.371,0.259,7,-11.352,1,0.0312,0.443,0.00384,0.0467,140.425,3,Pop
1991,231666,0.412,0.843,2,-9.875,0,0.0721,0.0082,0.0,0.24,113.635,4,Pop
1994,512556,0.52,0.442,0,-11.496,0,0.0251,0.181,0.176,0.227,75.19,4,Pop
