year,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,valence,tempo,time_signature,class
2017,143137,0.3497344920200328,0.4252910507260511,6,-34.59941862517334,1,0.974687995734618,0.3319290578396684,0.9569825840085335,0.6359539088013118,92.78294652353802,5,RnB
1973,270633,0.9953487793934094,0.8970645307532193,0,-25.47939684944452,0,0.9172790112838685,0.7302736466015309,0.9480760924304483,0.7528374019187369,75.52881151215506,3,RnB
2001,155207,0.6010430415707606,0.4921429704474629,10,-39.44233663999954,0,0.7796361300189812,0.45480984932882584,0.5063104527907276,0.39186882415543123,127.3408166296552,4,RnB
1985,203825,0.024593158951383365,0.8519021890355808,3,-3.7101701371111275,1,0.0827742722800604,0.7141902928675942,0.5447868255578232,0.03951715236371267,198.16512981495498,4,RnB
1979,296391,0.1348662633605514,0.8720643832724432,3,-14.100123563466617,0,0.4564043516567913,0.29208867462113797,0.5940252628244399,0.7917880591261434,137.8818574047765,5,RnB
1967,230063,0.37125679950461954,0.13406366504241474,3,-6.210817689433362,0,0.8233970199145326,0.6274823125321809,0.1900284256943997,0.46748880162366,189.20012075478667,5,RnB
2022,196430,0.7862063568865095,0.9036848041045672,1,-1.519524296862862,0,0.7415060801546121,0.9935947562543012,0.4098619933495743,0.897190027362282,89.63537693165574,3,RnB
1965,147684,0.04038501174976894,0.8852846391782245,10,-42.69369297430818,1,0.4858189210710041,0.4495848046085925,0.21668650239992016,0.6172840857446716,150.39230832279236,3,RnB
1978,167136,0.6620395967890623,0.13301400850927314,5,-7.734766042755808,1,0.7338630343003033,0.5353556756904145,0.27365964713159185,0.751275142977901,159.05465575773815,5,RnB
1968,138072,0.9277998404779647,0.2183725846603034,10,-9.239352275134948,0,0.9291295204476187,0.8541030427975707,0.8766705477695771,0.0850314228822846,98.45729707407395,4,RnB
2016,285394,0.6251959930064088,0.28132926485472576,6,-30.94428964649125,1,0.6702243568604409,0.5822051636872503,0.539416785351492,0.16583315385093889,147.09352426095293,5,RnB
1965,134983,0.6569191372513352,0.8459007998741234,7,-43.78939521787537,1,0.042800648429176524,0.24543493265965222,0.47523209168911673,0.8794786536851544,60.13520528683321,5,RnB
1978,204214,0.5665967409961333,0.6131417056361574,2,-21.317611048419423,1,0.1257056879705969,0.820449711341699,0.840913704245856,0.004722523558129632,128.814026263456,4,RnB
1963,181483,0.5892235982192933,0.041362676722116354,6,-35.48994031872776,1,0.9590254384745789,0.3031088401223625,0.2036118262383505,0.8231500896245316,168.86967292052915,5,RnB
2008,191375,0.8272841693581476,0.9343149348490706,5,-47.477758302390356,1,0.7252454563223192,0.11058328321543387,0.572675034296162,0.1054930008543824,107.27596391985446,4,RnB
2022,122118,0.005847117903741705,0.20526965552553722,2,-40.64591859830976,0,0.17313767619687925,0.5565644047167598,0.6045073007494602,0.6228810098582772,149.37757209484772,4,RnB
1979,129267,0.9482230340805085,0.5323433874772133,10,-57.76718927836398,1,0.7140952967829117,0.12746724816949262,0.7878976441529404,0.24008106316346667,179.9876364503859,3,RnB
1954,283567,0.6058241490063135,0.4315549916074345,4,-3.6151297819752557,1,0.24718816528912468,0.8603218012322262,0.04443140697405046,0.5262186939224446,110.28697486118634,5,Rock
2010,232360,0.2354660751127139,0.060982136508257456,3,-11.785076839615002,0,0.6244732007285143,0.17149513733768518,0.2021118768889998,0.561977386548238,196.48084104084057,3,Rock
2003,149318,0.3132536348834063,0.8195208534307823,4,-22.267980618743515,0,0.5742248827939063,0.35596388281506286,0.2322191191903311,0.04858942219803308,127.346881461531,3,Rock
2018,190003,0.9713776059115683,0.8643630168834721,10,-50.175344995511566,1,0.3865038793775274,0.895064221741675,0.08279277764825643,0.30806440049510564,79.26529875669146,3,Rock
1983,275902,0.0020355029607054265,0.5160518682667802,1,-8.00513901071615,0,0.5439785349431356,0.11368547778188398,0.4116167896113354,0.5074278124810756,126.59414043482478,3,Rock
1974,288796,0.9772088784494108,0.2178562549868608,6,-25.951924184232,1,0.4677486330472631,0.7474689548168558,0.3845023983993344,0.5239034718049802,129.25769113472683,4,Rock
2001,194478,0.5014536463305542,0.7502242786679509,6,-46.78384401590294,1,0.18999276469406157,0.6280800696761748,0.4176503840480519,0.43451121265932213,174.771082293262,5,Rock
1986,278211,0.40386352002178894,0.873630361932548,1,-31.5281207145365,0,0.849072597286038,0.21035099326629791,0.9707045919154351,0.5959431320259719,181.51126503468606,4,Rock
2022,283558,0.39448477409050997,0.02265273169616544,7,-18.39360756761893,1,0.1680523268995081,0.8596222178573977,0.340151303419296,0.10920288610857509,147.54823650011298,5,Rock
1976,261618,0.8169615750821343,0.5018173120908136,7,-4.636619824941441,1,0.7710660775381867,0.4156946202610514,0.4224779902187764,0.29289063760625944,183.5259461406208,5,Rock
1987,206876,0.19575055355508963,0.35368931041060236,7,-47.039876362523955,0,0.7870372241848137,0.7335421467336036,0.613320337731615,0.9576807970153117,129.8130297824372,5,Rock
1993,175711,0.4257036096382574,0.5711528374306747,6,-11.278824726294502,0,0.845898931874827,0.9314697343529571,0.5727865645410202,0.05157862461194873,79.14607255644665,5,Rock
2023,174911,0.8823963335924001,0.36501734233801497,9,-50.167320813290026,0,0.16786546228755916,0.3872910325564827,0.41323612171786217,0.7058469412297607,154.5876867028624,3,Rock
1959,243152,0.7448834539658781,0.462420101538933,8,-36.3787729198137,1,0.7222805290458179,0.1548254979676552,0.4688685305555681,0.08004290299347527,198.82171926342303,3,Rock
1988,153600,0.7597209166846118,0.9904914837295712,1,-29.716609825079953,0,0.07117527808669277,0.8468269596451917,0.11256846717995339,0.7440960134743209,63.41694759614871,3,Rock
1976,256684,0.731669263275204,0.194617093973235,8,-6.348819784696879,0,0.3563602379592934,0.1621497441077625,0.3375744258239668,0.10169451120431539,120.3075126985436,4,Rock
1986,264240,0.421208077594181,0.8642776924689641,8,-48.739797167178054,1,0.5389310567452356,0.5628901203331443,0.6110386363946033,0.3048513392948172,57.266974513034675,5,Rock
1998,233228,0.9824488131189971,0.13604393108541957,10,-36.07066498639787,0,0.6580667371869421,0.47643977125472303,0.38093283182629933,0.37111807355735016,187.3580102492718,3,Rock
1982,132138,0.47613846306041685,0.5286305079848557,3,-24.24238795218342,0,0.622277569455549,0.5350986218438003,0.39007576968580115,0.8581613540990277,64.72514791567872,3,Rock
2003,271457,0.8001948863261167,0.8941540325059896,6,-5.264839319004203,0,0.8642789535694805,0.9567285704713611,0.44562089794970017,0.18877758664593347,84.72245697512699,3,Rock
1984,138274,0.30109307235426663,0.8022611031697967,5,-34.40073589936327,1,0.14958492341720864,0.5325279698878683,0.9712355924079616,0.15164954234013317,121.11193218680368,3,Rock
1976,197970,0.5715560715958572,0.9343806600339482,5,-42.96897652177745,1,0.09939760712697321,0.15110753549944933,0.7954561065816849,0.49282564195493517,57.00600141318208,3,Rock
1957,169677,0.943573999082427,0.2134533590960076,9,-29.91573327344541,1,0.046084543233437136,0.19692115482911254,0.5214437858599619,0.3977584302562307,145.22883552149426,3,Rock
1967,214627,0.16917347409747907,0.14557521371949478,5,-26.63788435393854,0,0.665706711471344,0.9331829935389896,0.4892118168867665,0.4757374916782515,109.2563240424754,4,Rock
1976,245204,0.9644824438541104,0.5622069191360247,7,-21.157606433925388,0,0.08704054891910329,0.39464960975082275,0.2466365423526078,0.02740510652493444,198.63901370059332,5,Rock
2011,143879,0.20275779179749165,0.7443785558448174,5,-0.20088889426341439,1,0.8504325409726315,0.6461403332039026,0.594482495456185,0.33447405722541335,57.03709599372296,5,Rock
1952,275750,0.28495443518251073,0.1318876911260497,7,-27.37323771242054,1,0.7049105904371202,0.6061855717791913,0.09923250825887764,0.8372557809987043,81.25765710255352,3,Rock
1997,260817,0.7842264858793953,0.8653421164398392,6,-21.72608173345862,1,0.004663310718159397,0.6349169678255537,0.4923120544730195,0.13636937634404567,86.83433511700343,3,Rock
1989,183027,0.46367406081527573,0.34865566731453546,0,-11.209215663110527,1,0.33448452564603004,0.6476780138904138,0.8554092454093976,0.8637295188747182,72.44689506498392,4,Rock
1959,211205,0.07323316873995711,0.7109371779636889,2,-27.2191917954286,0,0.6319948335507527,0.5219385913835463,0.8286424496276563,0.5098227475840501,173.00276302206936,3,Rock
2023,268375,0.6795767544893629,0.7893145496363386,3,-0.5070277648352501,0,0.23422401666541182,0.5064216557358764,0.07870347814563572,0.2142760225328959,125.31101818504419,5,Rock
1978,147767,0.450508493482497,0.20367482158813055,0,-8.48027483044227,1,0.2380706483776912,0.24271055457638802,0.7150262307617129,0.8994354683158235,154.43249376039594,3,Rock
1998,138218,0.8336974032874692,0.31961934156196614,3,-22.4419089007042,1,0.6401608201789356,0.05054967161394752,0.36162800796520234,0.4344228987308133,117.45865481832077,3,Rock
2014,164944,0.4839148781216005,0.9844907309016714,8,-37.89022109183772,1,0.3310355485644131,0.07878162588558124,0.8972765826738278,0.24708894970807782,154.0249342143128,4,Rock
1962,127209,0.7158525794868159,0.05787306086581889,5,-27.79011544310898,1,0.23989033405766003,0.5570304236192012,0.39957303333243843,0.0332370454619112,61.71476136625681,5,Rock
2019,251125,0.7714681124576274,0.17418986707400552,10,-5.008393274994901,0,0.8142136538808226,0.4325641989590786,0.06766074870138883,0.3180527899105937,125.09469016968531,4,Rock
1982,193410,0.4315365773497556,0.19197949194834596,6,-59.79248230284499,0,0.05709855203695746,0.3018370126220452,0.9124393944248899,0.617619332731945,84.50504021943696,4,Rock
2003,296871,0.6643064939526535,0.5443534406064087,7,-26.70672137870929,0,0.9068334937077822,0.5538207986091954,0.9778440044368507,0.15688780293590832,177.67901725857155,3,Rock
1991,131043,0.008483727258326912,0.9673738414084578,7,-25.54066371034004,1,0.44040539274113377,0.10130086260350635,0.9726910358903677,0.08406513821914652,112.2987693938936,4,Rock
1978,143855,0.25725049559697466,0.6037541431153037,7,-52.791728612305434,0,0.872276816327461,0.6262786746079161,0.9934764678472502,0.11784152853330931,190.8480983093477,4,Rock
1975,268442,0.3379951352345919,0.603923718338945,0,-3.0782751617904722,1,0.6998288168930206,0.19746957299276602,0.35117868763725857,0.6962677642751675,115.02209950547905,3,Rock
1994,254897,0.8323679376764854,0.23122957714753856,4,-13.057786141697044,0,0.5859935764971984,0.5058273281397494,0.16867658667835228,0.596989349144056,190.82339294830007,4,Rock
1954,144721,0.9760565498458462,0.18322090103115785,0,-54.25878106204027,0,0.2936163352146408,0.21871756057433378,0.39368600934773,0.4521579367160071,50.240147380017795,5,Rock
1984,196658,0.9045766529990855,0.2918172485718905,10,-49.91414738564069,0,0.3127367992708564,0.600107237424869,0.5647105189528434,0.4892013919800847,189.130481499757,4,Rock
1971,174094,0.7559177837343909,0.953092997522208,4,-43.446015667076864,0,0.9621141926662078,0.1901910130804172,0.19695243963897624,0.46807217445103855,61.4304905439912,5,Rock
1953,259763,0.3347862495142545,0.9460293837982872,10,-43.68861547361696,1,0.03440772702418249,0.4184051027979513,0.1202658217636996,0.11273309500521955,167.55707760785864,5,Rock
2002,271977,0.2564001887116174,0.2353935896940763,10,-34.60006748980685,1,0.2835539151784555,0.7399758208029268,0.26002914893770657,0.16360209460683717,147.19997441632069,5,Rock
2004,124823,0.043433708201909615,0.4308922797136533,7,-12.009988220081553,0,0.8448099306492464,0.9664156229331393,0.6340750301588672,0.3913501164992724,64.57799202044876,4,Rock
2022,250776,0.557362132782733,0.6661184080614004,7,-33.49867188378984,1,0.001253337183861447,0.2033104124952666,0.001888143978818979,0.5621026644794448,182.97320904071074,5,Rock
1970,128600,0.7182843070841727,0.9992748111822087,6,-7.119281425199105,0,0.28642778209398423,0.0550115956498024,0.7161830987429416,0.9278786851786572,51.15760601494227,5,Rock
1978,205774,0.38611145055399254,0.2091174371545268,9,-30.40456682566871,0,0.5139938463041179,0.04359932937490196,0.20164418027536946,0.8665216070749158,65.44891286170753,3,Rock
1972,299983,0.1281808412682104,0.6349397440965054,3,-41.18145171089634,0,0.26835583447359135,0.0976689393113741,0.05547150405421053,0.9835117637025318,173.73722410999085,5,Rock
2001,286072,0.3395983145485898,0.86911838836716,8,-5.706624797224066,0,0.6331911631274992,0.19601277092771452,0.4962453489484415,0.6229917769376995,172.61670586489726,3,Rock
1985,178367,0.022861786670364315,0.9868677971147912,6,-53.313439894259524,0,0.9948822431645299,0.6947154261276782,0.13922828625305483,0.5747471673430334,134.97197483013463,3,Rock
1982,157135,0.6573642269706473,0.7832282256627194,10,-33.959399886784624,1,0.5986761849053158,0.9958392999144521,0.24469744168775598,0.8311090164978489,68.50487834395757,3,Rock
2000,125925,0.13887009392599614,0.2077189937622409,0,-46.30874327339128,1,0.48296755397232705,0.776249985019142,0.9366095501625691,0.06742949923645614,82.17518021509527,3,Rock
2008,181742,0.9262552638024127,0.36839980986689513,9,-27.351359351104747,0,0.22405130606820933,0.6987862511296086,0.3036163313600464,0.1874668690029937,107.09032818735247,5,Rock
1952,276629,0.5944540035332768,0.06918535544631166,5,-59.44853739409507,0,0.5827611394953929,0.05863495114415318,0.28151287198948294,0.7427933100063977,195.33479681749412,5,Rock
1963,264863,0.10000063291819528,0.4447206852515362,4,-1.8732321386685769,0,0.08138946594245844,0.7419761184859895,0.07468464539600017,0.7525035833091173,164.8952654122118,4,Rock
2003,233352,0.2660819363816729,0.6809539424447295,7,-47.66118588547678,1,0.28263256200915743,0.40184654883147763,0.676396400376029,0.20339296258577066,120.40740528146998,5,Rock
